LocID,Adjacent_District
38.0,205
122.0,205
130.0,205
139.0,205
191.0,205
215.0,205
218.0,205
187.0,206
221.0,206
245.0,206
251.0,206
7.0,207
129.0,207
223.0,207
260.0,207
58.0,208
183.0,208
184.0,208
213.0,208
242.0,208
250.0,208
45.0,209
87.0,209
231.0,209
261.0,209
29.0,210
123.0,210
149.0,210
150.0,210
154.0,210
114.0,211
125.0,211
144.0,211
231.0,211
60.0,212
126.0,212
182.0,212
213.0,212
248.0,212
250.0,212
60.0,213
126.0,213
208.0,213
212.0,213
250.0,213
6.0,214
118.0,214
172.0,214
10.0,215
130.0,215
197.0,215
205.0,215
216.0,215
10.0,216
124.0,216
130.0,216
132.0,216
180.0,216
197.0,216
215.0,216
219.0,216
17.0,217
34.0,217
49.0,217
80.0,217
256.0,217
10.0,218
139.0,218
205.0,218
219.0,218
10.0,219
132.0,219
139.0,219
203.0,219
216.0,219
218.0,219
128.0,220
136.0,220
153.0,220
200.0,220
240.0,220
241.0,220
6.0,221
115.0,221
206.0,221
245.0,221
39.0,222
76.0,222
7.0,223
8.0,223
129.0,223
138.0,223
179.0,223
207.0,223
4.0,224
79.0,224
107.0,224
137.0,224
17.0,225
37.0,225
61.0,225
177.0,225
7.0,226
145.0,226
146.0,226
157.0,226
260.0,226
14.0,227
26.0,227
67.0,227
111.0,227
228.0,227
14.0,228
40.0,228
106.0,228
111.0,228
181.0,228
195.0,228
227.0,228
257.0,228
140.0,229
141.0,229
162.0,229
233.0,229
237.0,229
48.0,230
100.0,230
161.0,230
163.0,230
164.0,230
13.0,231
45.0,231
125.0,231
144.0,231
209.0,231
211.0,231
261.0,231
4.0,232
45.0,232
79.0,232
148.0,232
137.0,233
162.0,233
170.0,233
229.0,233
79.0,234
90.0,234
107.0,234
113.0,234
164.0,234
170.0,234
186.0,234
249.0,234
94.0,235
119.0,235
136.0,235
169.0,235
247.0,235
43.0,236
75.0,236
141.0,236
237.0,236
263.0,236
43.0,237
141.0,237
162.0,237
163.0,237
229.0,237
236.0,237
43.0,238
151.0,238
239.0,238
43.0,239
142.0,239
143.0,239
238.0,239
31.0,240
174.0,240
200.0,240
220.0,240
241.0,240
254.0,240
259.0,240
18.0,241
136.0,241
174.0,241
220.0,241
240.0,241
3.0,242
31.0,242
60.0,242
78.0,242
182.0,242
183.0,242
184.0,242
185.0,242
208.0,242
248.0,242
250.0,242
120.0,243
127.0,243
128.0,243
244.0,243
116.0,244
120.0,244
243.0,244
115.0,245
206.0,245
221.0,245
251.0,245
48.0,246
50.0,246
68.0,246
158.0,246
69.0,247
119.0,247
168.0,247
169.0,247
235.0,247
60.0,248
182.0,248
212.0,248
242.0,248
68.0,249
90.0,249
113.0,249
114.0,249
125.0,249
158.0,249
234.0,249
182.0,250
208.0,250
212.0,250
213.0,250
242.0,250
23.0,251
115.0,251
118.0,251
187.0,251
206.0,251
245.0,251
15.0,252
53.0,252
92.0,252
171.0,252
92.0,253
93.0,253
3.0,254
31.0,254
32.0,254
81.0,254
240.0,254
259.0,254
80.0,255
112.0,255
256.0,255
34.0,256
80.0,256
217.0,256
255.0,256
89.0,257
111.0,257
133.0,257
181.0,257
190.0,257
228.0,257
63.0,258
96.0,258
180.0,258
197.0,258
81.0,259
240.0,259
254.0,259
7.0,260
83.0,260
129.0,260
157.0,260
207.0,260
226.0,260
12.0,261
13.0,261
87.0,261
88.0,261
209.0,261
231.0,261
75.0,262
140.0,262
141.0,262
263.0,262
75.0,263
140.0,263
141.0,263
236.0,263
262.0,263
255.0,4
4.0,255
145.0,233
233.0,145
140.0,202
202.0,140
202.0,193
193.0,202
8.0,194
194.0,8
194.0,74
74.0,194
194.0,168
168.0,194
252.0,208
208.0,252
15.0,208
208.0,15
6.0,14
14.0,6
54.0,12
12.0,54
33.0,209
209.0,33
66.0,232
232.0,66
27.0,154
154.0,27
201.0,124
124.0,201
86.0,132
132.0,86
