PULocationID,year-month,trips
66,2021-10-01,148
66,2021-11-01,113
66,2021-12-01,94
66,2022-01-01,68
66,2022-02-01,136
66,2022-03-01,171
66,2022-04-01,130
66,2022-05-01,149
66,2022-06-01,151
66,2022-07-01,124
66,2022-08-01,136
66,2022-09-01,153
66,2022-10-01,145
66,2022-11-01,128
66,2022-12-01,112
66,2023-01-01,105
66,2023-02-01,88
66,2023-03-01,112
66,2023-04-01,99
67,2019-02-01,25
67,2019-03-01,26
67,2019-04-01,18
67,2019-05-01,18
67,2019-06-01,17
67,2019-07-01,6
67,2019-08-01,4
67,2019-09-01,4
67,2019-10-01,13
67,2019-11-01,6
67,2019-12-01,15
67,2020-01-01,19
67,2020-02-01,15
67,2020-03-01,11
67,2020-04-01,24
67,2020-05-01,19
67,2020-06-01,21
67,2020-07-01,23
67,2020-08-01,22
67,2020-09-01,15
67,2020-10-01,23
67,2020-11-01,14
67,2020-12-01,10
67,2021-01-01,5
67,2021-02-01,17
67,2021-03-01,12
67,2021-04-01,11
67,2021-05-01,7
67,2021-06-01,3
67,2021-07-01,5
67,2021-08-01,5
67,2021-09-01,15
67,2021-10-01,10
67,2021-11-01,15
67,2021-12-01,9
67,2022-01-01,26
67,2022-02-01,12
67,2022-03-01,22
67,2022-04-01,26
67,2022-05-01,12
67,2022-06-01,8
67,2022-07-01,14
67,2022-08-01,11
67,2022-09-01,14
67,2022-10-01,9
67,2022-11-01,9
67,2022-12-01,6
67,2023-01-01,5
67,2023-02-01,7
67,2023-03-01,7
67,2023-04-01,5
68,2019-02-01,1120
68,2019-03-01,1347
68,2019-04-01,1234
68,2019-05-01,1391
68,2019-06-01,1247
68,2019-07-01,1372
68,2019-08-01,1164
68,2019-09-01,1022
68,2019-10-01,978
68,2019-11-01,932
68,2019-12-01,1122
68,2020-01-01,1020
68,2020-02-01,1089
68,2020-03-01,566
68,2020-04-01,81
68,2020-05-01,123
68,2020-06-01,144
68,2020-07-01,227
68,2020-08-01,226
68,2020-09-01,313
68,2020-10-01,421
68,2020-11-01,369
68,2020-12-01,321
68,2021-01-01,374
68,2021-02-01,378
68,2021-03-01,433
68,2021-04-01,503
68,2021-05-01,510
68,2021-06-01,724
68,2021-07-01,788
68,2021-08-01,733
68,2021-09-01,1025
68,2021-10-01,1022
68,2021-11-01,1060
68,2021-12-01,922
68,2022-01-01,668
68,2022-02-01,1040
68,2022-03-01,1313
68,2022-04-01,1226
68,2022-05-01,1297
68,2022-06-01,1436
68,2022-07-01,1365
68,2022-08-01,1481
68,2022-09-01,1416
68,2022-10-01,1402
68,2022-11-01,1200
68,2022-12-01,1236
68,2023-01-01,939
68,2023-02-01,932
68,2023-03-01,1092
68,2023-04-01,943
69,2019-02-01,39
69,2019-03-01,48
69,2019-04-01,40
69,2019-05-01,38
69,2019-06-01,33
69,2019-07-01,46
69,2019-08-01,34
69,2019-09-01,36
69,2019-10-01,39
69,2019-11-01,29
69,2019-12-01,42
69,2020-01-01,47
69,2020-02-01,37
69,2020-03-01,37
69,2020-04-01,28
69,2020-05-01,15
69,2020-06-01,19
69,2020-07-01,34
69,2020-08-01,34
69,2020-09-01,38
69,2020-10-01,54
69,2020-11-01,27
69,2020-12-01,33
69,2021-01-01,17
69,2021-02-01,39
69,2021-03-01,42
69,2021-04-01,30
69,2021-05-01,36
69,2021-06-01,26
69,2021-07-01,23
69,2021-08-01,32
69,2021-09-01,35
69,2021-10-01,26
69,2021-11-01,33
69,2021-12-01,47
69,2022-01-01,33
69,2022-02-01,28
69,2022-03-01,37
69,2022-04-01,36
69,2022-05-01,36
69,2022-06-01,33
69,2022-07-01,26
69,2022-08-01,48
69,2022-09-01,38
69,2022-10-01,38
69,2022-11-01,36
69,2022-12-01,38
69,2023-01-01,58
69,2023-02-01,51
69,2023-03-01,40
69,2023-04-01,33
70,2019-02-01,18
70,2019-03-01,40
70,2019-04-01,43
70,2019-05-01,48
70,2019-06-01,47
70,2019-07-01,38
70,2019-08-01,37
70,2019-09-01,47
70,2019-10-01,49
70,2019-11-01,40
70,2019-12-01,47
70,2020-01-01,23
70,2020-02-01,17
70,2020-03-01,15
70,2020-04-01,16
70,2020-05-01,5
70,2020-06-01,9
70,2020-07-01,10
70,2020-08-01,5
70,2020-09-01,15
70,2020-10-01,13
70,2020-11-01,5
70,2020-12-01,7
70,2021-01-01,6
70,2021-02-01,4
70,2021-03-01,10
70,2021-04-01,5
70,2021-05-01,12
70,2021-06-01,17
70,2021-07-01,16
70,2021-08-01,16
70,2021-09-01,9
70,2021-10-01,34
70,2021-11-01,24
70,2021-12-01,47
70,2022-01-01,9
70,2022-02-01,15
70,2022-03-01,31
70,2022-04-01,37
70,2022-05-01,59
70,2022-06-01,51
70,2022-07-01,45
70,2022-08-01,39
70,2022-09-01,36
70,2022-10-01,41
70,2022-11-01,38
70,2022-12-01,83
70,2023-01-01,44
70,2023-02-01,32
70,2023-03-01,35
70,2023-04-01,51
71,2019-02-01,6
71,2019-03-01,12
71,2019-04-01,16
71,2019-05-01,7
71,2019-06-01,9
71,2019-07-01,1
71,2019-08-01,5
71,2019-09-01,5
71,2019-10-01,2
71,2019-11-01,3
71,2019-12-01,8
71,2020-01-01,7
71,2020-02-01,11
71,2020-03-01,5
71,2020-04-01,3
71,2020-05-01,6
71,2020-06-01,6
71,2020-07-01,20
71,2020-08-01,20
71,2020-09-01,16
71,2020-10-01,29
71,2020-11-01,13
71,2020-12-01,13
71,2021-01-01,9
71,2021-02-01,8
71,2021-03-01,17
71,2021-04-01,6
71,2021-05-01,8
71,2021-06-01,12
71,2021-07-01,16
71,2021-08-01,14
71,2021-09-01,28
71,2021-10-01,27
71,2021-11-01,19
71,2021-12-01,18
71,2022-01-01,7
71,2022-02-01,14
71,2022-03-01,9
71,2022-04-01,16
71,2022-05-01,8
71,2022-06-01,19
71,2022-07-01,34
71,2022-08-01,18
71,2022-09-01,14
71,2022-10-01,22
71,2022-11-01,15
71,2022-12-01,21
71,2023-01-01,2
71,2023-02-01,6
71,2023-03-01,8
71,2023-04-01,23
72,2019-02-01,4
72,2019-03-01,7
72,2019-04-01,2
72,2019-05-01,10
72,2019-06-01,2
72,2019-07-01,8
72,2019-08-01,5
72,2019-09-01,9
72,2019-10-01,5
72,2019-11-01,5
72,2019-12-01,7
72,2020-01-01,5
72,2020-02-01,12
72,2020-03-01,6
72,2020-04-01,5
72,2020-05-01,20
72,2020-06-01,15
72,2020-07-01,17
72,2020-08-01,16
72,2020-09-01,13
72,2020-10-01,9
72,2020-11-01,5
72,2020-12-01,9
72,2021-01-01,11
72,2021-02-01,4
72,2021-03-01,5
72,2021-04-01,2
72,2021-05-01,7
72,2021-06-01,6
72,2021-07-01,8
72,2021-08-01,7
72,2021-09-01,4
72,2021-10-01,6
72,2021-11-01,9
72,2021-12-01,12
72,2022-01-01,8
72,2022-02-01,13
72,2022-03-01,10
72,2022-04-01,7
72,2022-05-01,7
72,2022-06-01,6
72,2022-07-01,18
72,2022-08-01,21
72,2022-09-01,6
72,2022-10-01,6
72,2022-11-01,11
72,2022-12-01,11
72,2023-01-01,12
72,2023-02-01,8
72,2023-03-01,6
72,2023-04-01,10
73,2019-02-01,2
73,2019-03-01,2
73,2019-04-01,4
73,2019-05-01,3
73,2019-06-01,2
73,2019-07-01,1
73,2019-08-01,4
73,2019-09-01,4
73,2019-10-01,5
73,2019-11-01,1
73,2019-12-01,3
73,2020-02-01,5
73,2020-03-01,2
73,2020-04-01,2
73,2020-07-01,1
73,2020-08-01,1
73,2020-10-01,1
73,2020-12-01,1
73,2021-01-01,1
73,2021-02-01,1
73,2021-03-01,1
73,2021-05-01,1
73,2021-06-01,1
73,2021-08-01,2
73,2021-11-01,3
73,2021-12-01,7
73,2022-01-01,4
73,2022-02-01,4
73,2022-03-01,2
73,2022-04-01,2
73,2022-05-01,2
73,2022-06-01,5
73,2022-07-01,9
73,2022-08-01,1
73,2022-09-01,5
73,2022-10-01,4
73,2022-11-01,5
73,2022-12-01,2
73,2023-01-01,3
73,2023-02-01,4
73,2023-04-01,9
74,2019-02-01,175
74,2019-03-01,203
74,2019-04-01,190
74,2019-05-01,161
74,2019-06-01,209
74,2019-07-01,194
74,2019-08-01,182
74,2019-09-01,173
74,2019-10-01,152
74,2019-11-01,146
74,2019-12-01,170
74,2020-01-01,156
74,2020-02-01,158
74,2020-03-01,108
74,2020-04-01,73
74,2020-05-01,100
74,2020-06-01,98
74,2020-07-01,106
74,2020-08-01,87
74,2020-09-01,86
74,2020-10-01,91
74,2020-11-01,45
74,2020-12-01,51
74,2021-01-01,38
74,2021-02-01,39
74,2021-03-01,71
74,2021-04-01,53
74,2021-05-01,78
74,2021-06-01,93
74,2021-07-01,99
74,2021-08-01,77
74,2021-09-01,88
74,2021-10-01,102
74,2021-11-01,93
74,2021-12-01,133
74,2022-01-01,110
74,2022-02-01,115
74,2022-03-01,166
74,2022-04-01,175
74,2022-05-01,143
74,2022-06-01,175
74,2022-07-01,168
74,2022-08-01,138
74,2022-09-01,135
74,2022-10-01,159
74,2022-11-01,137
74,2022-12-01,126
74,2023-01-01,122
74,2023-02-01,113
74,2023-03-01,158
74,2023-04-01,172
75,2019-02-01,331
75,2019-03-01,351
75,2019-04-01,312
75,2019-05-01,302
75,2019-06-01,260
75,2019-07-01,258
75,2019-08-01,316
75,2019-09-01,235
75,2019-10-01,284
75,2019-11-01,262
75,2019-12-01,260
75,2020-01-01,236
75,2020-02-01,265
75,2020-03-01,182
75,2020-04-01,112
75,2020-05-01,98
75,2020-06-01,72
75,2020-07-01,114
75,2020-08-01,130
75,2020-09-01,144
75,2020-10-01,157
75,2020-11-01,109
75,2020-12-01,113
75,2021-01-01,147
75,2021-02-01,132
75,2021-03-01,141
75,2021-04-01,152
75,2021-05-01,153
75,2021-06-01,163
75,2021-07-01,148
75,2021-08-01,171
75,2021-09-01,198
75,2021-10-01,206
75,2021-11-01,190
75,2021-12-01,150
75,2022-01-01,167
75,2022-02-01,201
75,2022-03-01,238
75,2022-04-01,234
75,2022-05-01,224
75,2022-06-01,238
75,2022-07-01,223
75,2022-08-01,257
75,2022-09-01,252
75,2022-10-01,247
75,2022-11-01,217
75,2022-12-01,197
75,2023-01-01,191
75,2023-02-01,190
75,2023-03-01,192
75,2023-04-01,153
76,2019-02-01,5
76,2019-03-01,21
76,2019-04-01,28
76,2019-05-01,17
76,2019-06-01,7
76,2019-07-01,15
76,2019-08-01,14
76,2019-09-01,11
76,2019-10-01,9
76,2019-11-01,9
76,2019-12-01,7
76,2020-01-01,6
76,2020-02-01,10
76,2020-03-01,16
76,2020-04-01,5
76,2020-05-01,15
76,2020-06-01,14
76,2020-07-01,12
76,2020-08-01,9
76,2020-09-01,14
76,2020-10-01,21
76,2020-11-01,16
76,2020-12-01,13
76,2021-01-01,21
76,2021-02-01,21
76,2021-03-01,30
76,2021-04-01,23
76,2021-05-01,21
76,2021-06-01,23
76,2021-07-01,46
76,2021-08-01,31
76,2021-09-01,25
76,2021-10-01,25
76,2021-11-01,18
76,2021-12-01,23
76,2022-01-01,17
76,2022-02-01,26
76,2022-03-01,17
76,2022-04-01,23
76,2022-05-01,29
76,2022-06-01,23
76,2022-07-01,25
76,2022-08-01,21
76,2022-09-01,17
76,2022-10-01,22
76,2022-11-01,14
76,2022-12-01,15
76,2023-01-01,11
76,2023-02-01,9
76,2023-03-01,8
76,2023-04-01,17
77,2019-02-01,3
77,2019-03-01,6
77,2019-04-01,3
77,2019-05-01,5
77,2019-06-01,8
77,2019-07-01,4
77,2019-08-01,2
77,2019-09-01,2
77,2019-10-01,4
77,2019-11-01,2
77,2019-12-01,2
77,2020-01-01,4
77,2020-02-01,4
77,2020-03-01,4
77,2020-04-01,4
77,2020-05-01,2
77,2020-07-01,2
77,2020-08-01,2
77,2020-09-01,3
77,2020-10-01,7
77,2020-11-01,2
77,2020-12-01,5
77,2021-01-01,1
77,2021-02-01,3
77,2021-03-01,4
77,2021-04-01,8
77,2021-05-01,4
77,2021-06-01,8
77,2021-07-01,5
77,2021-08-01,2
77,2021-09-01,16
77,2021-10-01,5
77,2021-11-01,2
77,2021-12-01,5
77,2022-01-01,22
77,2022-02-01,10
77,2022-03-01,13
77,2022-04-01,7
77,2022-05-01,8
77,2022-06-01,6
77,2022-07-01,7
77,2022-08-01,16
77,2022-09-01,13
77,2022-10-01,2
77,2022-11-01,4
77,2022-12-01,1
77,2023-01-01,7
77,2023-02-01,4
77,2023-03-01,2
77,2023-04-01,2
78,2019-02-01,10
78,2019-03-01,14
78,2019-04-01,10
78,2019-05-01,16
78,2019-06-01,10
78,2019-07-01,11
78,2019-08-01,24
78,2019-09-01,23
78,2019-10-01,29
78,2019-11-01,28
78,2019-12-01,46
78,2020-01-01,37
78,2020-02-01,37
78,2020-03-01,32
78,2020-04-01,8
78,2020-05-01,17
78,2020-06-01,40
78,2020-07-01,40
78,2020-08-01,33
78,2020-09-01,42
78,2020-10-01,28
78,2020-11-01,29
78,2020-12-01,18
78,2021-01-01,35
78,2021-02-01,20
78,2021-03-01,33
78,2021-04-01,37
78,2021-05-01,35
78,2021-06-01,21
78,2021-07-01,23
78,2021-08-01,19
78,2021-09-01,18
78,2021-10-01,24
78,2021-11-01,26
78,2021-12-01,25
78,2022-01-01,10
78,2022-02-01,15
78,2022-03-01,37
78,2022-04-01,37
78,2022-05-01,37
78,2022-06-01,42
78,2022-07-01,25
78,2022-08-01,26
78,2022-09-01,28
78,2022-10-01,21
78,2022-11-01,11
78,2022-12-01,14
78,2023-01-01,14
78,2023-02-01,25
78,2023-03-01,26
78,2023-04-01,25
79,2019-02-01,785
79,2019-03-01,857
79,2019-04-01,737
79,2019-05-01,750
79,2019-06-01,769
79,2019-07-01,780
79,2019-08-01,740
79,2019-09-01,624
79,2019-10-01,748
79,2019-11-01,620
79,2019-12-01,506
79,2020-01-01,716
79,2020-02-01,709
79,2020-03-01,463
79,2020-04-01,175
79,2020-05-01,196
79,2020-06-01,198
79,2020-07-01,188
79,2020-08-01,150
79,2020-09-01,258
79,2020-10-01,344
79,2020-11-01,319
79,2020-12-01,286
79,2021-01-01,235
79,2021-02-01,255
79,2021-03-01,348
79,2021-04-01,324
79,2021-05-01,316
79,2021-06-01,442
79,2021-07-01,456
79,2021-08-01,456
79,2021-09-01,558
79,2021-10-01,593
79,2021-11-01,585
79,2021-12-01,418
79,2022-01-01,260
79,2022-02-01,586
79,2022-03-01,677
79,2022-04-01,610
79,2022-05-01,668
79,2022-06-01,753
79,2022-07-01,741
79,2022-08-01,814
79,2022-09-01,644
79,2022-10-01,688
79,2022-11-01,630
79,2022-12-01,545
79,2023-01-01,414
79,2023-02-01,385
79,2023-03-01,437
79,2023-04-01,396
80,2019-02-01,96
80,2019-03-01,91
80,2019-04-01,67
80,2019-05-01,92
80,2019-06-01,80
80,2019-07-01,88
80,2019-08-01,85
80,2019-09-01,82
80,2019-10-01,101
80,2019-11-01,52
80,2019-12-01,71
80,2020-01-01,71
80,2020-02-01,79
80,2020-03-01,102
80,2020-04-01,35
80,2020-05-01,46
80,2020-06-01,54
80,2020-07-01,62
80,2020-08-01,48
80,2020-09-01,53
80,2020-10-01,91
80,2020-11-01,52
80,2020-12-01,47
80,2021-01-01,72
80,2021-02-01,60
80,2021-03-01,124
80,2021-04-01,90
80,2021-05-01,111
80,2021-06-01,66
80,2021-07-01,61
80,2021-08-01,38
80,2021-09-01,84
80,2021-10-01,60
80,2021-11-01,93
80,2021-12-01,63
80,2022-01-01,83
80,2022-02-01,85
80,2022-03-01,90
80,2022-04-01,59
80,2022-05-01,74
80,2022-06-01,127
80,2022-07-01,88
80,2022-08-01,97
80,2022-09-01,93
80,2022-10-01,80
80,2022-11-01,91
80,2022-12-01,67
80,2023-01-01,89
80,2023-02-01,80
80,2023-03-01,65
80,2023-04-01,64
81,2019-02-01,12
81,2019-03-01,6
81,2019-04-01,4
81,2019-05-01,6
81,2019-06-01,9
81,2019-07-01,10
81,2019-08-01,14
81,2019-09-01,10
81,2019-10-01,10
81,2019-11-01,9
81,2019-12-01,10
81,2020-01-01,12
81,2020-02-01,10
81,2020-03-01,5
81,2020-04-01,5
81,2020-05-01,10
81,2020-06-01,18
81,2020-07-01,22
81,2020-08-01,26
81,2020-09-01,27
81,2020-10-01,23
81,2020-11-01,21
81,2020-12-01,17
81,2021-01-01,24
81,2021-02-01,11
81,2021-03-01,25
81,2021-04-01,31
81,2021-05-01,17
81,2021-06-01,15
81,2021-07-01,6
81,2021-08-01,3
81,2021-09-01,7
81,2021-10-01,7
81,2021-11-01,5
81,2021-12-01,4
81,2022-01-01,5
81,2022-02-01,6
81,2022-03-01,15
81,2022-04-01,14
81,2022-05-01,8
81,2022-06-01,12
81,2022-07-01,20
81,2022-08-01,4
81,2022-09-01,17
81,2022-10-01,17
81,2022-11-01,15
81,2022-12-01,20
81,2023-01-01,8
81,2023-02-01,15
81,2023-03-01,18
81,2023-04-01,13
82,2019-02-01,21
82,2019-03-01,28
82,2019-04-01,21
82,2019-05-01,22
82,2019-06-01,30
82,2019-07-01,10
82,2019-08-01,25
82,2019-09-01,17
82,2019-10-01,29
82,2019-11-01,35
82,2019-12-01,31
82,2020-01-01,45
82,2020-02-01,30
82,2020-03-01,29
82,2020-04-01,3
82,2020-05-01,6
82,2020-06-01,11
82,2020-07-01,17
82,2020-08-01,12
82,2020-09-01,11
82,2020-10-01,24
82,2020-11-01,15
82,2020-12-01,5
82,2021-01-01,16
82,2021-02-01,29
82,2021-03-01,20
82,2021-04-01,31
82,2021-05-01,31
82,2021-06-01,42
82,2021-07-01,23
82,2021-08-01,29
82,2021-09-01,29
82,2021-10-01,24
82,2021-11-01,24
82,2021-12-01,39
82,2022-01-01,38
82,2022-02-01,29
82,2022-03-01,34
82,2022-04-01,48
82,2022-05-01,32
82,2022-06-01,46
82,2022-07-01,51
82,2022-08-01,34
82,2022-09-01,37
82,2022-10-01,29
82,2022-11-01,27
82,2022-12-01,20
82,2023-01-01,30
82,2023-02-01,27
82,2023-03-01,17
82,2023-04-01,21
83,2019-02-01,4
83,2019-03-01,16
83,2019-04-01,16
83,2019-05-01,14
83,2019-06-01,14
83,2019-07-01,22
83,2019-08-01,23
83,2019-09-01,26
83,2019-10-01,16
83,2019-11-01,14
83,2019-12-01,10
83,2020-01-01,14
83,2020-02-01,21
83,2020-03-01,21
83,2020-04-01,17
83,2020-05-01,11
83,2020-06-01,14
83,2020-07-01,11
83,2020-08-01,6
83,2020-09-01,4
83,2020-10-01,5
83,2020-11-01,2
83,2020-12-01,9
83,2021-01-01,8
83,2021-02-01,16
83,2021-03-01,10
83,2021-04-01,9
83,2021-05-01,5
83,2021-06-01,9
83,2021-07-01,11
83,2021-08-01,8
83,2021-09-01,15
83,2021-10-01,7
83,2021-11-01,14
83,2021-12-01,15
83,2022-01-01,8
83,2022-02-01,13
83,2022-03-01,6
83,2022-04-01,12
83,2022-05-01,11
83,2022-06-01,9
83,2022-07-01,18
83,2022-08-01,16
83,2022-09-01,12
83,2022-10-01,10
83,2022-11-01,8
83,2022-12-01,10
83,2023-01-01,10
83,2023-02-01,13
83,2023-03-01,9
83,2023-04-01,10
84,2019-03-01,3
84,2019-06-01,1
84,2019-08-01,1
84,2020-01-01,1
84,2020-02-01,1
84,2021-05-01,1
84,2021-06-01,2
84,2021-07-01,1
84,2021-09-01,1
84,2021-10-01,1
84,2021-12-01,1
84,2022-01-01,1
84,2022-02-01,1
84,2022-05-01,2
84,2022-08-01,1
84,2023-01-01,2
84,2023-02-01,1
84,2023-03-01,1
85,2019-02-01,4
85,2019-03-01,18
85,2019-04-01,11
85,2019-05-01,7
85,2019-06-01,22
85,2019-07-01,18
85,2019-08-01,19
85,2019-09-01,3
85,2019-10-01,6
85,2019-11-01,7
85,2019-12-01,12
85,2020-01-01,7
85,2020-03-01,3
85,2020-04-01,9
85,2020-05-01,13
85,2020-06-01,10
85,2020-07-01,16
85,2020-08-01,23
85,2020-09-01,17
85,2020-10-01,17
85,2020-11-01,14
85,2020-12-01,16
85,2021-01-01,19
85,2021-02-01,17
85,2021-03-01,24
85,2021-04-01,17
85,2021-05-01,12
85,2021-06-01,18
85,2021-07-01,20
85,2021-08-01,22
85,2021-09-01,9
85,2021-10-01,11
85,2021-11-01,9
85,2021-12-01,6
85,2022-01-01,11
85,2022-02-01,4
85,2022-03-01,11
85,2022-04-01,15
85,2022-05-01,10
85,2022-06-01,4
85,2022-07-01,12
85,2022-08-01,18
85,2022-09-01,9
85,2022-10-01,11
85,2022-11-01,5
85,2022-12-01,8
85,2023-01-01,5
85,2023-02-01,6
85,2023-03-01,10
85,2023-04-01,6
86,2019-04-01,4
86,2019-05-01,2
86,2019-06-01,3
86,2019-07-01,3
86,2019-08-01,2
86,2019-09-01,6
86,2019-10-01,4
86,2019-11-01,1
86,2019-12-01,3
86,2020-02-01,3
86,2020-03-01,1
86,2020-05-01,1
86,2020-06-01,1
86,2020-07-01,3
86,2020-08-01,1
86,2020-09-01,3
86,2020-10-01,1
86,2020-11-01,3
86,2020-12-01,2
86,2021-02-01,2
86,2021-03-01,4
86,2021-04-01,2
86,2021-05-01,7
86,2021-06-01,4
86,2021-07-01,1
86,2021-08-01,2
86,2021-09-01,3
86,2021-10-01,1
86,2021-11-01,5
86,2021-12-01,2
86,2022-01-01,1
86,2022-02-01,2
86,2022-03-01,3
86,2022-04-01,5
86,2022-05-01,2
86,2022-06-01,6
86,2022-07-01,6
86,2022-08-01,8
86,2022-09-01,4
86,2022-10-01,3
86,2022-11-01,1
86,2022-12-01,5
86,2023-01-01,1
86,2023-02-01,4
87,2019-02-01,368
87,2019-03-01,377
87,2019-04-01,367
87,2019-05-01,387
87,2019-06-01,365
87,2019-07-01,402
87,2019-08-01,404
87,2019-09-01,325
87,2019-10-01,361
87,2019-11-01,285
87,2019-12-01,292
87,2020-01-01,326
87,2020-02-01,371
87,2020-03-01,271
87,2020-04-01,107
87,2020-05-01,136
87,2020-06-01,159
87,2020-07-01,186
87,2020-08-01,136
87,2020-09-01,161
87,2020-10-01,212
87,2020-11-01,165
87,2020-12-01,146
87,2021-01-01,154
87,2021-02-01,153
87,2021-03-01,215
87,2021-04-01,229
87,2021-05-01,250
87,2021-06-01,380
87,2021-07-01,399
87,2021-08-01,430
87,2021-09-01,470
87,2021-10-01,463
87,2021-11-01,394
87,2021-12-01,340
87,2022-01-01,314
87,2022-02-01,374
87,2022-03-01,531
87,2022-04-01,484
87,2022-05-01,409
87,2022-06-01,535
87,2022-07-01,474
87,2022-08-01,475
87,2022-09-01,423
87,2022-10-01,442
87,2022-11-01,380
87,2022-12-01,359
87,2023-01-01,236
87,2023-02-01,271
87,2023-03-01,269
87,2023-04-01,234
88,2019-02-01,61
88,2019-03-01,95
88,2019-04-01,82
88,2019-05-01,106
88,2019-06-01,89
88,2019-07-01,86
88,2019-08-01,74
88,2019-09-01,74
88,2019-10-01,90
88,2019-11-01,95
88,2019-12-01,76
88,2020-01-01,80
88,2020-02-01,92
88,2020-03-01,34
88,2020-04-01,1
88,2020-05-01,4
88,2020-06-01,10
88,2020-07-01,24
88,2020-08-01,32
88,2020-09-01,40
88,2020-10-01,33
88,2020-11-01,20
88,2020-12-01,19
88,2021-01-01,19
88,2021-02-01,20
88,2021-03-01,30
88,2021-04-01,35
88,2021-05-01,30
88,2021-06-01,80
88,2021-07-01,98
88,2021-08-01,69
88,2021-09-01,88
88,2021-10-01,98
88,2021-11-01,113
88,2021-12-01,107
88,2022-01-01,57
88,2022-02-01,120
88,2022-03-01,151
88,2022-04-01,137
88,2022-05-01,129
88,2022-06-01,161
88,2022-07-01,143
88,2022-08-01,155
88,2022-09-01,118
88,2022-10-01,130
88,2022-11-01,133
88,2022-12-01,117
88,2023-01-01,82
88,2023-02-01,65
88,2023-03-01,67
88,2023-04-01,63
89,2019-02-01,48
89,2019-03-01,23
89,2019-04-01,33
89,2019-05-01,22
89,2019-06-01,35
89,2019-07-01,22
89,2019-08-01,30
89,2019-09-01,20
89,2019-10-01,24
89,2019-11-01,39
89,2019-12-01,32
89,2020-01-01,35
89,2020-02-01,62
89,2020-03-01,28
89,2020-04-01,14
89,2020-05-01,24
89,2020-06-01,17
89,2020-07-01,16
89,2020-08-01,28
89,2020-09-01,36
89,2020-10-01,42
89,2020-11-01,39
89,2020-12-01,58
89,2021-01-01,55
89,2021-02-01,48
89,2021-03-01,50
89,2021-04-01,53
89,2021-05-01,52
89,2021-06-01,57
89,2021-07-01,33
89,2021-08-01,34
89,2021-09-01,44
89,2021-10-01,37
89,2021-11-01,27
89,2021-12-01,19
89,2022-01-01,37
89,2022-02-01,35
89,2022-03-01,54
89,2022-04-01,38
89,2022-05-01,38
89,2022-06-01,38
89,2022-07-01,56
89,2022-08-01,54
89,2022-09-01,40
89,2022-10-01,58
89,2022-11-01,39
89,2022-12-01,30
89,2023-01-01,32
89,2023-02-01,35
89,2023-03-01,43
89,2023-04-01,51
90,2019-02-01,680
90,2019-03-01,891
90,2019-04-01,805
90,2019-05-01,811
90,2019-06-01,735
90,2019-07-01,820
90,2019-08-01,836
90,2019-09-01,763
90,2019-10-01,877
90,2019-11-01,679
90,2019-12-01,626
90,2020-01-01,839
90,2020-02-01,902
90,2020-03-01,581
90,2020-04-01,100
90,2020-05-01,90
90,2020-06-01,127
90,2020-07-01,155
90,2020-08-01,217
90,2020-09-01,308
90,2020-10-01,545
90,2020-11-01,359
90,2020-12-01,344
90,2021-01-01,373
90,2021-02-01,424
90,2021-03-01,561
90,2021-04-01,575
90,2021-05-01,584
90,2021-06-01,809
90,2021-07-01,798
90,2021-08-01,722
90,2021-09-01,954
90,2021-10-01,1041
90,2021-11-01,983
90,2021-12-01,697
90,2022-01-01,535
90,2022-02-01,1040
90,2022-03-01,1273
90,2022-04-01,971
90,2022-05-01,992
90,2022-06-01,1036
90,2022-07-01,1036
90,2022-08-01,1030
90,2022-09-01,843
90,2022-10-01,859
90,2022-11-01,752
90,2022-12-01,651
90,2023-01-01,581
90,2023-02-01,566
90,2023-03-01,587
90,2023-04-01,533
91,2019-02-01,7
91,2019-03-01,10
91,2019-04-01,4
91,2019-05-01,7
91,2019-06-01,14
91,2019-07-01,5
91,2019-08-01,4
91,2019-09-01,11
91,2019-10-01,7
91,2019-11-01,14
91,2019-12-01,7
91,2020-01-01,12
91,2020-02-01,6
91,2020-03-01,2
91,2020-04-01,33
91,2020-05-01,25
91,2020-06-01,4
91,2020-07-01,4
91,2020-08-01,9
91,2020-09-01,11
91,2020-10-01,4
91,2020-11-01,6
91,2020-12-01,6
91,2021-01-01,7
91,2021-02-01,6
91,2021-03-01,12
91,2021-04-01,10
91,2021-05-01,20
91,2021-06-01,29
91,2021-07-01,25
91,2021-08-01,24
91,2021-09-01,41
91,2021-10-01,35
91,2021-11-01,35
91,2021-12-01,27
91,2022-01-01,13
91,2022-02-01,22
91,2022-03-01,45
91,2022-04-01,41
91,2022-05-01,38
91,2022-06-01,45
91,2022-07-01,36
91,2022-08-01,48
91,2022-09-01,39
91,2022-10-01,21
91,2022-11-01,43
91,2022-12-01,36
91,2023-01-01,12
91,2023-02-01,12
91,2023-03-01,11
91,2023-04-01,17
92,2019-02-01,15
92,2019-03-01,18
92,2019-04-01,16
92,2019-05-01,12
92,2019-06-01,16
92,2019-07-01,12
92,2019-08-01,13
92,2019-09-01,23
92,2019-10-01,24
92,2019-11-01,15
92,2019-12-01,15
92,2020-01-01,12
92,2020-02-01,15
92,2020-03-01,6
92,2020-04-01,5
92,2020-05-01,6
92,2020-06-01,39
92,2020-07-01,42
92,2020-08-01,4
92,2020-09-01,22
92,2020-10-01,26
92,2020-11-01,10
92,2020-12-01,16
92,2021-01-01,13
92,2021-02-01,24
92,2021-03-01,17
